gene	resolution	ancestry_ref	ancestry_target	m_ref	cross_coverage	unseen_in_target	is_diagonal
HLA-DOB	protein	EUR	EUR	588.0	0.9969899119816388	0.003231996636058443	True
HLA-DOB	protein	EUR	MID	588.0	0.9999999999959099	0.0	False
HLA-DOB	protein	EUR	SAS	588.0	0.9982102908192223	0.0017893087003033603	False
HLA-DOB	protein	EUR	UNASSIGNED	588.0	0.9969154210912666	0.0010658850081911586	False
HLA-DOB	protein	MID	AFR	588.0	0.9932840832773674	0.0013430830994825005	False
HLA-DOB	protein	MID	AMR	588.0	0.9944152431011827	0.00164235967156523	False
HLA-DOB	protein	MID	EAS	588.0	0.9987834549878345	0.0012162160828664836	False
HLA-DOB	protein	MID	EUR	588.0	0.9951515151515151	0.003231996636058443	False
HLA-DOB	protein	MID	MID	588.0	1.0	0.0	True
HLA-DOB	protein	MID	SAS	588.0	0.9982102908277404	0.0017893087003033603	False
HLA-DOB	protein	MID	UNASSIGNED	588.0	0.9966688874083943	0.0010658850081911586	False
HLA-DOB	protein	SAS	AFR	588.0	0.9926573306628834	0.0013430830994825005	False
HLA-DOB	protein	SAS	AMR	588.0	0.9937028915436895	0.00164235967156523	False
HLA-DOB	protein	SAS	EAS	588.0	0.9987611937731268	0.0012162160828664836	False
HLA-DOB	protein	SAS	EUR	588.0	0.9946358239940827	0.003231996636058443	False
HLA-DOB	protein	SAS	MID	588.0	0.9994865155525896	0.0	False
HLA-DOB	protein	SAS	SAS	588.0	0.9985951733553243	0.0017893087003033603	True
HLA-DOB	protein	SAS	UNASSIGNED	588.0	0.9960050864611892	0.0010658850081911586	False
HLA-DOB	protein	UNASSIGNED	AFR	588.0	0.9942220918989704	0.0013430830994825005	False
HLA-DOB	protein	UNASSIGNED	AMR	588.0	0.9948674089338487	0.00164235967156523	False
HLA-DOB	protein	UNASSIGNED	EAS	588.0	0.9988963877684558	0.0012162160828664836	False
HLA-DOB	protein	UNASSIGNED	EUR	588.0	0.9954223147000046	0.003231996636058443	False
HLA-DOB	protein	UNASSIGNED	MID	588.0	0.9999999974709401	0.0	False
HLA-DOB	protein	UNASSIGNED	SAS	588.0	0.9982102852513666	0.0017893087003033603	False
HLA-DOB	protein	UNASSIGNED	UNASSIGNED	588.0	0.9973774206916441	0.0010658850081911586	True
HLA-DPA1	protein	AFR	AFR	585.0	0.9922181018435632	0.0031719315252892732	True
HLA-DPA1	protein	AFR	AMR	585.0	0.9964231220773914	0.0019957865989405077	False
HLA-DPA1	protein	AFR	EAS	585.0	0.9735786069481988	0.0028760927924150748	False
HLA-DPA1	protein	AFR	EUR	585.0	0.9940338537397504	0.0016309886512868577	False
HLA-DPA1	protein	AFR	MID	585.0	0.9866632412853511	0.006831757729961363	False
HLA-DPA1	protein	AFR	SAS	585.0	0.9759632012731793	0.0022712817239209926	False
HLA-DPA1	protein	AFR	UNASSIGNED	585.0	0.9902081942684493	0.0025488949984608933	False
HLA-DPA1	protein	AMR	AFR	585.0	0.9754403254035219	0.0031719315252892732	False
HLA-DPA1	protein	AMR	AMR	585.0	0.9961159578217115	0.0019957865989405077	True
HLA-DPA1	protein	AMR	EAS	585.0	0.9638232575363977	0.0028760927924150748	False
HLA-DPA1	protein	AMR	EUR	585.0	0.9906560264220973	0.0016309886512868577	False
HLA-DPA1	protein	AMR	MID	585.0	0.990763082047344	0.006831757729961363	False
HLA-DPA1	protein	AMR	SAS	585.0	0.9867788436477032	0.0022712817239209926	False
HLA-DPA1	protein	AMR	UNASSIGNED	585.0	0.9849068060590018	0.0025488949984608933	False
HLA-DPA1	protein	EAS	AFR	585.0	0.8420511570191141	0.0031719315252892732	False
HLA-DPA1	protein	EAS	AMR	585.0	0.9730409556782984	0.0019957865989405077	False
HLA-DPA1	protein	EAS	EAS	585.0	0.9963915800212226	0.0028760927924150748	True
HLA-DPA1	protein	EAS	EUR	585.0	0.9872122753363216	0.0016309886512868577	False
HLA-DPA1	protein	EAS	MID	585.0	0.979897538735764	0.006831757729961363	False
HLA-DPA1	protein	EAS	SAS	585.0	0.9895617979068136	0.0022712817239209926	False
HLA-DPA1	protein	EAS	UNASSIGNED	585.0	0.950682323205667	0.0025488949984608933	False
HLA-DPA1	protein	EUR	AFR	585.0	0.869715132293443	0.0031719315252892732	False
HLA-DPA1	protein	EUR	AMR	585.0	0.9784483376100801	0.0019957865989405077	False
HLA-DPA1	protein	EUR	EAS	585.0	0.9634669472271099	0.0028760927924150748	False
HLA-DPA1	protein	EUR	EUR	585.0	0.9982707975422135	0.0016309886512868577	True
HLA-DPA1	protein	EUR	MID	585.0	0.983035517192015	0.006831757729961363	False
HLA-DPA1	protein	EUR	SAS	585.0	0.9874596944898147	0.0022712817239209926	False
HLA-DPA1	protein	EUR	UNASSIGNED	585.0	0.96395804124335	0.0025488949984608933	False
HLA-DPA1	protein	MID	AFR	585.0	0.9494674824382505	0.0031719315252892732	False
HLA-DPA1	protein	MID	AMR	585.0	0.9926813040585496	0.0019957865989405077	False
HLA-DPA1	protein	MID	EAS	585.0	0.9642416769420469	0.0028760927924150748	False
HLA-DPA1	protein	MID	EUR	585.0	0.9914355628058729	0.0016309886512868577	False
HLA-DPA1	protein	MID	MID	585.0	0.9999999999999999	0.006831757729961363	True
HLA-DPA1	protein	MID	SAS	585.0	0.9904588823262154	0.0022712817239209926	False
HLA-DPA1	protein	MID	UNASSIGNED	585.0	0.9828280118057419	0.0025488949984608933	False
HLA-DPA1	protein	SAS	AFR	585.0	0.8722915424903901	0.0031719315252892732	False
HLA-DPA1	protein	SAS	AMR	585.0	0.978990673044966	0.0019957865989405077	False
HLA-DPA1	protein	SAS	EAS	585.0	0.9938895218995248	0.0028760927924150748	False
HLA-DPA1	protein	SAS	EUR	585.0	0.9927450120175243	0.0016309886512868577	False
HLA-DPA1	protein	SAS	MID	585.0	0.9839062984083089	0.006831757729961363	False
HLA-DPA1	protein	SAS	SAS	585.0	0.9976972325379895	0.0022712817239209926	True
HLA-DPA1	protein	SAS	UNASSIGNED	585.0	0.9646340552429278	0.0025488949984608933	False
HLA-DPA1	protein	UNASSIGNED	AFR	585.0	0.9860724126579224	0.0031719315252892732	False
HLA-DPA1	protein	UNASSIGNED	AMR	585.0	0.9975330308066084	0.0019957865989405077	False
HLA-DPA1	protein	UNASSIGNED	EAS	585.0	0.9844266062480606	0.0028760927924150748	False
HLA-DPA1	protein	UNASSIGNED	EUR	585.0	0.9977948160808218	0.0016309886512868577	False
HLA-DPA1	protein	UNASSIGNED	MID	585.0	0.9925201470768187	0.006831757729961363	False
HLA-DPA1	protein	UNASSIGNED	SAS	585.0	0.9938163599082102	0.0022712817239209926	False
HLA-DPA1	protein	UNASSIGNED	UNASSIGNED	585.0	0.9940536463945743	0.0025488949984608933	True
HLA-DPB1	protein	AFR	AFR	576.0	0.9814432208263288	0.005530803404903528	True
HLA-DPB1	protein	AFR	AMR	576.0	0.9602836473866689	0.00644148196526928	False
HLA-DPB1	protein	AFR	EAS	576.0	0.8503446760797074	0.004621495535664155	False
HLA-DPB1	protein	AFR	EUR	576.0	0.9641618658961447	0.005414063606864694	False
HLA-DPB1	protein	AFR	MID	576.0	0.9708460165704205	0.015612932033211013	False
HLA-DPB1	protein	AFR	SAS	576.0	0.9113852721857105	0.005515550011628179	False
HLA-DPB1	protein	AFR	UNASSIGNED	576.0	0.9631670590837516	0.0040875275604526085	False
HLA-DPB1	protein	AMR	AFR	576.0	0.9556170920880659	0.005530803404903528	False
HLA-DPB1	protein	AMR	AMR	576.0	0.9850659435426657	0.00644148196526928	True
HLA-DPB1	protein	AMR	EAS	576.0	0.9133672506190358	0.004621495535664155	False
HLA-DPB1	protein	AMR	EUR	576.0	0.9897211452883046	0.005414063606864694	False
HLA-DPB1	protein	AMR	MID	576.0	0.981866845615441	0.015612932033211013	False
HLA-DPB1	protein	AMR	SAS	576.0	0.9303267201788457	0.005515550011628179	False
HLA-DPB1	protein	AMR	UNASSIGNED	576.0	0.9765005081815165	0.0040875275604526085	False
HLA-DPB1	protein	EAS	AFR	576.0	0.7942247357474764	0.005530803404903528	False
HLA-DPB1	protein	EAS	AMR	576.0	0.9219159281192052	0.00644148196526928	False
HLA-DPB1	protein	EAS	EAS	576.0	0.9920405950280199	0.004621495535664155	True
HLA-DPB1	protein	EAS	EUR	576.0	0.9373903012042195	0.005414063606864694	False
HLA-DPB1	protein	EAS	MID	576.0	0.9552761628303387	0.015612932033211013	False
HLA-DPB1	protein	EAS	SAS	576.0	0.9639509963938768	0.005515550011628179	False
HLA-DPB1	protein	EAS	UNASSIGNED	576.0	0.9161187798252265	0.0040875275604526085	False
HLA-DPB1	protein	EUR	AFR	576.0	0.7542145197271732	0.005530803404903528	False
HLA-DPB1	protein	EUR	AMR	576.0	0.9470814775825461	0.00644148196526928	False
HLA-DPB1	protein	EUR	EAS	576.0	0.9021831460665263	0.004621495535664155	False
HLA-DPB1	protein	EUR	EUR	576.0	0.9939404108196221	0.005414063606864694	True
HLA-DPB1	protein	EUR	MID	576.0	0.9692091050601767	0.015612932033211013	False
HLA-DPB1	protein	EUR	SAS	576.0	0.9330319766198367	0.005515550011628179	False
HLA-DPB1	protein	EUR	UNASSIGNED	576.0	0.9321523923430731	0.0040875275604526085	False
HLA-DPB1	protein	MID	AFR	576.0	0.9098870707536301	0.005530803404903528	False
HLA-DPB1	protein	MID	AMR	576.0	0.9447270261105463	0.00644148196526928	False
HLA-DPB1	protein	MID	EAS	576.0	0.8407563025210084	0.004621495535664155	False
HLA-DPB1	protein	MID	EUR	576.0	0.9521032902957101	0.005414063606864694	False
HLA-DPB1	protein	MID	MID	576.0	1.0000000000000002	0.015612932033211013	True
HLA-DPB1	protein	MID	SAS	576.0	0.9236781609195402	0.005515550011628179	False
HLA-DPB1	protein	MID	UNASSIGNED	576.0	0.947404278512059	0.0040875275604526085	False
HLA-DPB1	protein	SAS	AFR	576.0	0.8080001477404227	0.005530803404903528	False
HLA-DPB1	protein	SAS	AMR	576.0	0.9274977133151263	0.00644148196526928	False
HLA-DPB1	protein	SAS	EAS	576.0	0.8776704168255478	0.004621495535664155	False
HLA-DPB1	protein	SAS	EUR	576.0	0.9454905619828993	0.005414063606864694	False
HLA-DPB1	protein	SAS	MID	576.0	0.9693445869555501	0.015612932033211013	False
HLA-DPB1	protein	SAS	SAS	576.0	0.9915544431057619	0.005515550011628179	True
HLA-DPB1	protein	SAS	UNASSIGNED	576.0	0.9277877294384982	0.0040875275604526085	False
HLA-DPB1	protein	UNASSIGNED	AFR	576.0	0.9659430524331577	0.005530803404903528	False
HLA-DPB1	protein	UNASSIGNED	AMR	576.0	0.9803593425188333	0.00644148196526928	False
HLA-DPB1	protein	UNASSIGNED	EAS	576.0	0.9315854256567232	0.004621495535664155	False
HLA-DPB1	protein	UNASSIGNED	EUR	576.0	0.9884813621217725	0.005414063606864694	False
HLA-DPB1	protein	UNASSIGNED	MID	576.0	0.9854558371850356	0.015612932033211013	False
HLA-DPB1	protein	UNASSIGNED	SAS	576.0	0.9603364384284693	0.005515550011628179	False
HLA-DPB1	protein	UNASSIGNED	UNASSIGNED	576.0	0.9839106724736335	0.0040875275604526085	True
HLA-DPB2	protein	AFR	AFR	1.0	0.4399999999999998	0.32000000000000006	True
HLA-DPB2	protein	AFR	EAS	1.0	0.19999999999999962	0.0	False
HLA-DPB2	protein	AFR	EUR	1.0	0.5999999999999999	0.0	False
HLA-DPB2	protein	AFR	MID	1.0	0.5999999999999999	0.0	False
HLA-DPB2	protein	AFR	SAS	1.0	0.46666666666666645	0.16666666666666663	False
HLA-DPB2	protein	AFR	UNASSIGNED	1.0	0.2571428571428569	0.2448979591836734	False
HLA-DPB2	protein	EAS	AFR	1.0	0.2	0.32000000000000006	False
HLA-DPB2	protein	EAS	EAS	1.0	1.0	0.0	True
HLA-DPB2	protein	EAS	EUR	1.0	0.0	0.0	False
HLA-DPB2	protein	EAS	MID	1.0	0.0	0.0	False
HLA-DPB2	protein	EAS	SAS	1.0	0.3333333333333333	0.16666666666666663	False
HLA-DPB2	protein	EAS	UNASSIGNED	1.0	0.42857142857142855	0.2448979591836734	False
HLA-DPB2	protein	EUR	AFR	1.0	0.6	0.32000000000000006	False
HLA-DPB2	protein	EUR	EAS	1.0	0.0	0.0	False
HLA-DPB2	protein	EUR	EUR	1.0	1.0	0.0	True
HLA-DPB2	protein	EUR	MID	1.0	1.0	0.0	False
HLA-DPB2	protein	EUR	SAS	1.0	0.6666666666666666	0.16666666666666663	False
HLA-DPB2	protein	EUR	UNASSIGNED	1.0	0.2857142857142857	0.2448979591836734	False
HLA-DPB2	protein	MID	AFR	1.0	0.6	0.32000000000000006	False
HLA-DPB2	protein	MID	EAS	1.0	0.0	0.0	False
HLA-DPB2	protein	MID	EUR	1.0	1.0	0.0	False
HLA-DPB2	protein	MID	MID	1.0	1.0	0.0	True
HLA-DPB2	protein	MID	SAS	1.0	0.6666666666666666	0.16666666666666663	False
HLA-DPB2	protein	MID	UNASSIGNED	1.0	0.2857142857142857	0.2448979591836734	False
HLA-DPB2	protein	SAS	AFR	1.0	0.4666666666666666	0.32000000000000006	False
HLA-DPB2	protein	SAS	EAS	1.0	0.33333333333333326	0.0	False
HLA-DPB2	protein	SAS	EUR	1.0	0.6666666666666666	0.0	False
HLA-DPB2	protein	SAS	MID	1.0	0.6666666666666666	0.0	False
HLA-DPB2	protein	SAS	SAS	1.0	0.5555555555555555	0.16666666666666663	True
HLA-DPB2	protein	SAS	UNASSIGNED	1.0	0.33333333333333326	0.2448979591836734	False
HLA-DPB2	protein	UNASSIGNED	AFR	1.0	0.25714285714285734	0.32000000000000006	False
HLA-DPB2	protein	UNASSIGNED	EAS	1.0	0.4285714285714286	0.0	False
HLA-DPB2	protein	UNASSIGNED	EUR	1.0	0.28571428571428603	0.0	False
HLA-DPB2	protein	UNASSIGNED	MID	1.0	0.28571428571428603	0.0	False
HLA-DPB2	protein	UNASSIGNED	SAS	1.0	0.33333333333333354	0.16666666666666663	False
HLA-DPB2	protein	UNASSIGNED	UNASSIGNED	1.0	0.3061224489795919	0.2448979591836734	True
HLA-DQA1	protein	AFR	AFR	580.0	0.9944565164919154	0.00320859111838534	True
HLA-DQA1	protein	AFR	AMR	580.0	0.9270087083800387	0.001987193568288026	False
HLA-DQA1	protein	AFR	EAS	580.0	0.8973761989464087	0.0020598169483301287	False
HLA-DQA1	protein	AFR	EUR	580.0	0.9881429630702224	0.0024583444392429765	False
HLA-DQA1	protein	AFR	MID	580.0	0.9821448424758125	0.00689060129124397	False
HLA-DQA1	protein	AFR	SAS	580.0	0.9625466202433188	0.0031612901382569447	False
HLA-DQA1	protein	AFR	UNASSIGNED	580.0	0.975882894612956	0.002162381312555528	False
HLA-DQA1	protein	AMR	AFR	580.0	0.9894770846648473	0.00320859111838534	False
HLA-DQA1	protein	AMR	AMR	580.0	0.996482616415664	0.001987193568288026	True
HLA-DQA1	protein	AMR	EAS	580.0	0.9060876453999531	0.0020598169483301287	False
HLA-DQA1	protein	AMR	EUR	580.0	0.9906334078814324	0.0024583444392429765	False
HLA-DQA1	protein	AMR	MID	580.0	0.98585874043458	0.00689060129124397	False
HLA-DQA1	protein	AMR	SAS	580.0	0.9618064138138972	0.0031612901382569447	False
HLA-DQA1	protein	AMR	UNASSIGNED	580.0	0.9862845487162546	0.002162381312555528	False
HLA-DQA1	protein	EAS	AFR	580.0	0.989320521904074	0.00320859111838534	False
HLA-DQA1	protein	EAS	AMR	580.0	0.9955066898891276	0.001987193568288026	False
HLA-DQA1	protein	EAS	EAS	580.0	0.9972297704728028	0.0020598169483301287	True
HLA-DQA1	protein	EAS	EUR	580.0	0.992085316794741	0.0024583444392429765	False
HLA-DQA1	protein	EAS	MID	580.0	0.9864715127620656	0.00689060129124397	False
HLA-DQA1	protein	EAS	SAS	580.0	0.9820266582072646	0.0031612901382569447	False
HLA-DQA1	protein	EAS	UNASSIGNED	580.0	0.9882381345291641	0.002162381312555528	False
HLA-DQA1	protein	EUR	AFR	580.0	0.9884725063803652	0.00320859111838534	False
HLA-DQA1	protein	EUR	AMR	580.0	0.9615700557877047	0.001987193568288026	False
HLA-DQA1	protein	EUR	EAS	580.0	0.9514339200670086	0.0020598169483301287	False
HLA-DQA1	protein	EUR	EUR	580.0	0.9950299547753357	0.0024583444392429765	True
HLA-DQA1	protein	EUR	MID	580.0	0.9900150269245177	0.00689060129124397	False
HLA-DQA1	protein	EUR	SAS	580.0	0.9824943853930787	0.0031612901382569447	False
HLA-DQA1	protein	EUR	UNASSIGNED	580.0	0.9853245289061623	0.002162381312555528	False
HLA-DQA1	protein	MID	AFR	580.0	0.9912903965161588	0.00320859111838534	False
HLA-DQA1	protein	MID	AMR	580.0	0.9956939383901954	0.001987193568288026	False
HLA-DQA1	protein	MID	EAS	580.0	0.8603213844252164	0.0020598169483301287	False
HLA-DQA1	protein	MID	EUR	580.0	0.9938524590163933	0.0024583444392429765	False
HLA-DQA1	protein	MID	MID	580.0	0.9999999999999997	0.00689060129124397	True
HLA-DQA1	protein	MID	SAS	580.0	0.9620596205962059	0.0031612901382569447	False
HLA-DQA1	protein	MID	UNASSIGNED	580.0	0.9863495066900932	0.002162381312555528	False
HLA-DQA1	protein	SAS	AFR	580.0	0.987960828971101	0.00320859111838534	False
HLA-DQA1	protein	SAS	AMR	580.0	0.9913869670175911	0.001987193568288026	False
HLA-DQA1	protein	SAS	EAS	580.0	0.988590175832851	0.0020598169483301287	False
HLA-DQA1	protein	SAS	EUR	580.0	0.9944366933309268	0.0024583444392429765	False
HLA-DQA1	protein	SAS	MID	580.0	0.9930092772287314	0.00689060129124397	False
HLA-DQA1	protein	SAS	SAS	580.0	0.9973201845498463	0.0031612901382569447	True
HLA-DQA1	protein	SAS	UNASSIGNED	580.0	0.9886900347496135	0.002162381312555528	False
HLA-DQA1	protein	UNASSIGNED	AFR	580.0	0.992125797024857	0.00320859111838534	False
HLA-DQA1	protein	UNASSIGNED	AMR	580.0	0.9975619653396676	0.001987193568288026	False
HLA-DQA1	protein	UNASSIGNED	EAS	580.0	0.9871483494874249	0.0020598169483301287	False
HLA-DQA1	protein	UNASSIGNED	EUR	580.0	0.9952381433002807	0.0024583444392429765	False
HLA-DQA1	protein	UNASSIGNED	MID	580.0	0.9927516314120207	0.00689060129124397	False
HLA-DQA1	protein	UNASSIGNED	SAS	580.0	0.9909036128058086	0.0031612901382569447	False
HLA-DQA1	protein	UNASSIGNED	UNASSIGNED	580.0	0.9941859508354501	0.002162381312555528	True
HLA-DQA2	protein	AFR	AFR	595.0	0.9954312701280861	0.001121730134003296	True
HLA-DQA2	protein	AFR	AMR	595.0	0.9907562952676394	0.001311260096423017	False
HLA-DQA2	protein	AFR	EAS	595.0	0.9772602082378157	0.0024536530801595458	False
HLA-DQA2	protein	AFR	EUR	595.0	0.9964516941394751	0.0008100444194605316	False
HLA-DQA2	protein	AFR	MID	595.0	0.9791601719063817	0.0	False
HLA-DQA2	protein	AFR	SAS	595.0	0.9399875867923083	0.0008960571676436269	False
HLA-DQA2	protein	AFR	UNASSIGNED	595.0	0.9884562840450616	0.0010688042561347588	False
HLA-DQA2	protein	AMR	AFR	595.0	0.9888695713609834	0.001121730134003296	False
HLA-DQA2	protein	AMR	AMR	595.0	0.9962407745903207	0.001311260096423017	True
HLA-DQA2	protein	AMR	EAS	595.0	0.9974465816326482	0.0024536530801595458	False
HLA-DQA2	protein	AMR	EUR	595.0	0.9995791344014293	0.0008100444194605316	False
HLA-DQA2	protein	AMR	MID	595.0	0.9998976908962841	0.0	False
HLA-DQA2	protein	AMR	SAS	595.0	0.9988137765794476	0.0008960571676436269	False
HLA-DQA2	protein	AMR	UNASSIGNED	595.0	0.9968569425177403	0.0010688042561347588	False
HLA-DQA2	protein	EAS	AFR	595.0	0.8309121463917671	0.001121730134003296	False
HLA-DQA2	protein	EAS	AMR	595.0	0.9480931058434569	0.001311260096423017	False
HLA-DQA2	protein	EAS	EAS	595.0	0.9972695629663804	0.0024536530801595458	True
HLA-DQA2	protein	EAS	EUR	595.0	0.9882218916204945	0.0008100444194605316	False
HLA-DQA2	protein	EAS	MID	595.0	0.982527718746495	0.0	False
HLA-DQA2	protein	EAS	SAS	595.0	0.9961677639042125	0.0008960571676436269	False
HLA-DQA2	protein	EAS	UNASSIGNED	595.0	0.9464458887443459	0.0010688042561347588	False
HLA-DQA2	protein	EUR	AFR	595.0	0.8835231964355729	0.001121730134003296	False
HLA-DQA2	protein	EUR	AMR	595.0	0.9721699078174578	0.001311260096423017	False
HLA-DQA2	protein	EUR	EAS	595.0	0.9961774124832135	0.0024536530801595458	False
HLA-DQA2	protein	EUR	EUR	595.0	0.9987360234141228	0.0008100444194605316	True
HLA-DQA2	protein	EUR	MID	595.0	0.9911924897539148	0.0	False
HLA-DQA2	protein	EUR	SAS	595.0	0.9948832981438807	0.0008960571676436269	False
HLA-DQA2	protein	EUR	UNASSIGNED	595.0	0.9691522902633938	0.0010688042561347588	False
HLA-DQA2	protein	MID	AFR	595.0	0.9860892977339016	0.001121730134003296	False
HLA-DQA2	protein	MID	AMR	595.0	0.993766404199475	0.001311260096423017	False
HLA-DQA2	protein	MID	EAS	595.0	0.9975460122699387	0.0024536530801595458	False
HLA-DQA2	protein	MID	EUR	595.0	0.9995948136142624	0.0008100444194605316	False
HLA-DQA2	protein	MID	MID	595.0	1.0	0.0	True
HLA-DQA2	protein	MID	SAS	595.0	0.9991035410129986	0.0008960571676436269	False
HLA-DQA2	protein	MID	UNASSIGNED	595.0	0.9963923035809729	0.0010688042561347588	False
HLA-DQA2	protein	SAS	AFR	595.0	0.890572856389032	0.001121730134003296	False
HLA-DQA2	protein	SAS	AMR	595.0	0.9695592871688741	0.001311260096423017	False
HLA-DQA2	protein	SAS	EAS	595.0	0.9974161370739175	0.0024536530801595458	False
HLA-DQA2	protein	SAS	EUR	595.0	0.9982430455030823	0.0008100444194605316	False
HLA-DQA2	protein	SAS	MID	595.0	0.9921835494938953	0.0	False
HLA-DQA2	protein	SAS	SAS	595.0	0.9989151555258956	0.0008960571676436269	True
HLA-DQA2	protein	SAS	UNASSIGNED	595.0	0.9696189601710122	0.0010688042561347588	False
HLA-DQA2	protein	UNASSIGNED	AFR	595.0	0.988845388777668	0.001121730134003296	False
HLA-DQA2	protein	UNASSIGNED	AMR	595.0	0.9943634903037116	0.001311260096423017	False
HLA-DQA2	protein	UNASSIGNED	EAS	595.0	0.9975450496478252	0.0024536530801595458	False
HLA-DQA2	protein	UNASSIGNED	EUR	595.0	0.9995946610642801	0.0008100444194605316	False
HLA-DQA2	protein	UNASSIGNED	MID	595.0	0.9999990021792872	0.0	False
HLA-DQA2	protein	UNASSIGNED	SAS	595.0	0.9991007354820518	0.0008960571676436269	False
HLA-DQA2	protein	UNASSIGNED	UNASSIGNED	595.0	0.997029804873646	0.0010688042561347588	True
HLA-DQB1	protein	AFR	AFR	573.0	0.9930594201895535	0.0023186791805134277	True
HLA-DQB1	protein	AFR	AMR	573.0	0.9894338917286192	0.002702017838431381	False
HLA-DQB1	protein	AFR	EAS	573.0	0.8955681488702211	0.001658718497145939	False
HLA-DQB1	protein	AFR	EUR	573.0	0.9925919089121132	0.002061515486029508	False
HLA-DQB1	protein	AFR	MID	573.0	0.9444542547587218	0.012210305832699442	False
HLA-DQB1	protein	AFR	SAS	573.0	0.918225629056956	0.0031863695727731844	False
HLA-DQB1	protein	AFR	UNASSIGNED	573.0	0.9750464308174803	0.0028754930995494865	False
HLA-DQB1	protein	AMR	AFR	573.0	0.9874883055264314	0.0023186791805134277	False
HLA-DQB1	protein	AMR	AMR	573.0	0.9953847882190173	0.002702017838431381	True
HLA-DQB1	protein	AMR	EAS	573.0	0.9394381333330214	0.001658718497145939	False
HLA-DQB1	protein	AMR	EUR	573.0	0.9965026662131239	0.002061515486029508	False
HLA-DQB1	protein	AMR	MID	573.0	0.9720696645548058	0.012210305832699442	False
HLA-DQB1	protein	AMR	SAS	573.0	0.9883684061490929	0.0031863695727731844	False
HLA-DQB1	protein	AMR	UNASSIGNED	573.0	0.9888469118685205	0.0028754930995494865	False
HLA-DQB1	protein	EAS	AFR	573.0	0.8776874001853378	0.0023186791805134277	False
HLA-DQB1	protein	EAS	AMR	573.0	0.9664844446380415	0.002702017838431381	False
