gene	category	ancestry	occurrence_k	n_alleles	share_of_S_obs
HLA-DOA	novel	MID	1	20	0.7692
HLA-DOA	novel	MID	2	2	0.0769
HLA-DOA	novel	MID	4	1	0.0385
HLA-DOA	novel	MID	7	1	0.0385
HLA-DOA	novel	MID	11	1	0.0385
HLA-DOA	novel	MID	40	1	0.0385
HLA-DOA	novel	SAS	1	42	0.7778
HLA-DOA	novel	SAS	2	5	0.0926
HLA-DOA	novel	SAS	4	1	0.0185
HLA-DOA	novel	SAS	5	1	0.0185
HLA-DOA	novel	SAS	7	1	0.0185
HLA-DOA	novel	SAS	18	1	0.0185
HLA-DOA	novel	SAS	30	1	0.0185
HLA-DOA	novel	SAS	34	1	0.0185
HLA-DOA	novel	SAS	82	1	0.0185
HLA-DOA	novel	POOLED	1	407	0.855
HLA-DOA	novel	POOLED	2	33	0.0693
HLA-DOA	novel	POOLED	3	10	0.021
HLA-DOA	novel	POOLED	4	2	0.0042
HLA-DOA	novel	POOLED	5	4	0.0084
HLA-DOA	novel	POOLED	6	3	0.0063
HLA-DOA	novel	POOLED	10	2	0.0042
HLA-DOA	novel	POOLED	11	3	0.0063
HLA-DOA	novel	POOLED	12	1	0.0021
HLA-DOA	novel	POOLED	13	1	0.0021
HLA-DOA	novel	POOLED	26	1	0.0021
HLA-DOA	novel	POOLED	31	1	0.0021
HLA-DOA	novel	POOLED	45	1	0.0021
HLA-DOA	novel	POOLED	51	1	0.0021
HLA-DOA	novel	POOLED	56	1	0.0021
HLA-DOA	novel	POOLED	57	1	0.0021
HLA-DOA	novel	POOLED	195	1	0.0021
HLA-DOA	novel	POOLED	238	1	0.0021
HLA-DOA	novel	POOLED	247	1	0.0021
HLA-DOA	novel	POOLED	1156	1	0.0021
HLA-DOB	all	AFR	1	81	0.6694
HLA-DOB	all	AFR	2	10	0.0826
HLA-DOB	all	AFR	3	1	0.0083
HLA-DOB	all	AFR	4	1	0.0083
HLA-DOB	all	AFR	5	1	0.0083
HLA-DOB	all	AFR	7	2	0.0165
HLA-DOB	all	AFR	12	2	0.0165
HLA-DOB	all	AFR	15	1	0.0083
HLA-DOB	all	AFR	25	1	0.0083
HLA-DOB	all	AFR	32	1	0.0083
HLA-DOB	all	AFR	58	1	0.0083
HLA-DOB	all	AFR	69	1	0.0083
HLA-DOB	all	AFR	70	1	0.0083
HLA-DOB	all	AFR	87	1	0.0083
HLA-DOB	all	AFR	97	1	0.0083
HLA-DOB	all	AFR	100	1	0.0083
HLA-DOB	all	AFR	148	1	0.0083
HLA-DOB	all	AFR	180	1	0.0083
HLA-DOB	all	AFR	210	1	0.0083
HLA-DOB	all	AFR	212	1	0.0083
HLA-DOB	all	AFR	228	1	0.0083
HLA-DOB	all	AFR	245	1	0.0083
HLA-DOB	all	AFR	274	1	0.0083
HLA-DOB	all	AFR	278	1	0.0083
HLA-DOB	all	AFR	332	1	0.0083
HLA-DOB	all	AFR	361	1	0.0083
HLA-DOB	all	AFR	403	1	0.0083
HLA-DOB	all	AFR	511	1	0.0083
HLA-DOB	all	AFR	687	1	0.0083
HLA-DOB	all	AFR	1351	1	0.0083
HLA-DOB	all	AMR	1	82	0.6613
HLA-DOB	all	AMR	2	7	0.0565
HLA-DOB	all	AMR	3	6	0.0484
HLA-DOB	all	AMR	5	2	0.0161
HLA-DOB	all	AMR	7	2	0.0161
HLA-DOB	all	AMR	9	1	0.0081
HLA-DOB	all	AMR	28	1	0.0081
HLA-DOB	all	AMR	43	1	0.0081
HLA-DOB	all	AMR	46	1	0.0081
HLA-DOB	all	AMR	51	1	0.0081
HLA-DOB	all	AMR	56	1	0.0081
HLA-DOB	all	AMR	57	1	0.0081
HLA-DOB	all	AMR	62	2	0.0161
HLA-DOB	all	AMR	101	2	0.0161
HLA-DOB	all	AMR	102	1	0.0081
HLA-DOB	all	AMR	126	1	0.0081
HLA-DOB	all	AMR	138	1	0.0081
HLA-DOB	all	AMR	161	2	0.0161
HLA-DOB	all	AMR	171	1	0.0081
HLA-DOB	all	AMR	212	1	0.0081
HLA-DOB	all	AMR	232	1	0.0081
HLA-DOB	all	AMR	239	1	0.0081
HLA-DOB	all	AMR	285	1	0.0081
HLA-DOB	all	AMR	286	1	0.0081
HLA-DOB	all	AMR	455	1	0.0081
HLA-DOB	all	AMR	1010	1	0.0081
HLA-DOB	all	AMR	1138	1	0.0081
HLA-DOB	all	EAS	1	28	0.4746
HLA-DOB	all	EAS	2	5	0.0847
HLA-DOB	all	EAS	3	1	0.0169
HLA-DOB	all	EAS	5	3	0.0508
HLA-DOB	all	EAS	6	1	0.0169
HLA-DOB	all	EAS	7	1	0.0169
HLA-DOB	all	EAS	12	1	0.0169
HLA-DOB	all	EAS	13	1	0.0169
HLA-DOB	all	EAS	14	1	0.0169
HLA-DOB	all	EAS	24	1	0.0169
HLA-DOB	all	EAS	26	1	0.0169
HLA-DOB	all	EAS	49	1	0.0169
HLA-DOB	all	EAS	55	1	0.0169
HLA-DOB	all	EAS	58	1	0.0169
HLA-DOB	all	EAS	73	1	0.0169
HLA-DOB	all	EAS	78	1	0.0169
HLA-DOB	all	EAS	91	1	0.0169
HLA-DOB	all	EAS	132	1	0.0169
HLA-DOB	all	EAS	135	1	0.0169
HLA-DOB	all	EAS	214	1	0.0169
HLA-DOB	all	EAS	219	2	0.0339
HLA-DOB	all	EAS	263	1	0.0169
HLA-DOB	all	EAS	329	1	0.0169
HLA-DOB	all	EAS	388	1	0.0169
HLA-DOB	all	EAS	498	1	0.0169
HLA-DOB	all	EUR	1	87	0.6304
HLA-DOB	all	EUR	2	11	0.0797
HLA-DOB	all	EUR	3	6	0.0435
HLA-DOB	all	EUR	4	2	0.0145
HLA-DOB	all	EUR	5	3	0.0217
HLA-DOB	all	EUR	6	2	0.0145
HLA-DOB	all	EUR	8	1	0.0072
HLA-DOB	all	EUR	9	1	0.0072
HLA-DOB	all	EUR	11	1	0.0072
HLA-DOB	all	EUR	13	1	0.0072
HLA-DOB	all	EUR	16	1	0.0072
HLA-DOB	all	EUR	17	1	0.0072
HLA-DOB	all	EUR	26	1	0.0072
HLA-DOB	all	EUR	29	1	0.0072
HLA-DOB	all	EUR	48	1	0.0072
HLA-DOB	all	EUR	61	1	0.0072
HLA-DOB	all	EUR	72	1	0.0072
HLA-DOB	all	EUR	73	1	0.0072
HLA-DOB	all	EUR	87	1	0.0072
HLA-DOB	all	EUR	106	1	0.0072
HLA-DOB	all	EUR	155	1	0.0072
HLA-DOB	all	EUR	190	1	0.0072
HLA-DOB	all	EUR	206	1	0.0072
HLA-DOB	all	EUR	207	1	0.0072
HLA-DOB	all	EUR	230	1	0.0072
HLA-DOB	all	EUR	242	1	0.0072
HLA-DOB	all	EUR	247	1	0.0072
HLA-DOB	all	EUR	253	1	0.0072
HLA-DOB	all	EUR	389	1	0.0072
HLA-DOB	all	EUR	485	1	0.0072
HLA-DOB	all	EUR	811	1	0.0072
HLA-DOB	all	EUR	852	1	0.0072
HLA-DOB	all	EUR	1070	1	0.0072
HLA-DOB	all	MID	1	17	0.3953
HLA-DOB	all	MID	2	4	0.093
HLA-DOB	all	MID	3	2	0.0465
HLA-DOB	all	MID	4	1	0.0233
HLA-DOB	all	MID	9	1	0.0233
HLA-DOB	all	MID	10	1	0.0233
HLA-DOB	all	MID	12	2	0.0465
HLA-DOB	all	MID	13	1	0.0233
HLA-DOB	all	MID	15	1	0.0233
HLA-DOB	all	MID	16	1	0.0233
HLA-DOB	all	MID	27	1	0.0233
HLA-DOB	all	MID	31	1	0.0233
HLA-DOB	all	MID	35	1	0.0233
HLA-DOB	all	MID	38	1	0.0233
HLA-DOB	all	MID	39	1	0.0233
HLA-DOB	all	MID	46	1	0.0233
HLA-DOB	all	MID	59	1	0.0233
HLA-DOB	all	MID	67	1	0.0233
HLA-DOB	all	MID	69	1	0.0233
HLA-DOB	all	MID	107	1	0.0233
HLA-DOB	all	MID	167	1	0.0233
HLA-DOB	all	MID	172	1	0.0233
HLA-DOB	all	SAS	1	33	0.541
HLA-DOB	all	SAS	2	3	0.0492
HLA-DOB	all	SAS	3	2	0.0328
HLA-DOB	all	SAS	4	1	0.0164
HLA-DOB	all	SAS	5	1	0.0164
HLA-DOB	all	SAS	6	1	0.0164
HLA-DOB	all	SAS	7	1	0.0164
HLA-DOB	all	SAS	8	1	0.0164
HLA-DOB	all	SAS	13	1	0.0164
HLA-DOB	all	SAS	14	1	0.0164
HLA-DOB	all	SAS	16	1	0.0164
HLA-DOB	all	SAS	18	1	0.0164
HLA-DOB	all	SAS	22	1	0.0164
HLA-DOB	all	SAS	25	1	0.0164
HLA-DOB	all	SAS	27	1	0.0164
HLA-DOB	all	SAS	39	1	0.0164
HLA-DOB	all	SAS	78	1	0.0164
HLA-DOB	all	SAS	94	1	0.0164
HLA-DOB	all	SAS	175	1	0.0164
HLA-DOB	all	SAS	177	1	0.0164
HLA-DOB	all	SAS	186	2	0.0328
HLA-DOB	all	SAS	225	1	0.0164
HLA-DOB	all	SAS	236	1	0.0164
HLA-DOB	all	SAS	423	1	0.0164
HLA-DOB	all	SAS	457	1	0.0164
HLA-DOB	all	POOLED	1	250	0.7396
HLA-DOB	all	POOLED	2	25	0.074
HLA-DOB	all	POOLED	3	10	0.0296
HLA-DOB	all	POOLED	4	6	0.0178
HLA-DOB	all	POOLED	5	4	0.0118
HLA-DOB	all	POOLED	6	3	0.0089
HLA-DOB	all	POOLED	7	3	0.0089
HLA-DOB	all	POOLED	9	1	0.003
HLA-DOB	all	POOLED	10	1	0.003
HLA-DOB	all	POOLED	13	1	0.003
HLA-DOB	all	POOLED	18	1	0.003
HLA-DOB	all	POOLED	20	1	0.003
HLA-DOB	all	POOLED	21	1	0.003
HLA-DOB	all	POOLED	25	1	0.003
HLA-DOB	all	POOLED	27	1	0.003
HLA-DOB	all	POOLED	31	1	0.003
HLA-DOB	all	POOLED	71	1	0.003
HLA-DOB	all	POOLED	105	1	0.003
HLA-DOB	all	POOLED	125	1	0.003
HLA-DOB	all	POOLED	243	1	0.003
HLA-DOB	all	POOLED	275	2	0.0059
HLA-DOB	all	POOLED	293	1	0.003
HLA-DOB	all	POOLED	327	1	0.003
HLA-DOB	all	POOLED	328	1	0.003
HLA-DOB	all	POOLED	363	1	0.003
HLA-DOB	all	POOLED	386	1	0.003
HLA-DOB	all	POOLED	391	1	0.003
HLA-DOB	all	POOLED	429	1	0.003
HLA-DOB	all	POOLED	475	1	0.003
HLA-DOB	all	POOLED	573	1	0.003
HLA-DOB	all	POOLED	575	1	0.003
HLA-DOB	all	POOLED	648	1	0.003
HLA-DOB	all	POOLED	675	1	0.003
HLA-DOB	all	POOLED	725	1	0.003
HLA-DOB	all	POOLED	790	1	0.003
HLA-DOB	all	POOLED	873	1	0.003
HLA-DOB	all	POOLED	1049	1	0.003
HLA-DOB	all	POOLED	1205	1	0.003
HLA-DOB	all	POOLED	1216	1	0.003
HLA-DOB	all	POOLED	1313	1	0.003
HLA-DOB	all	POOLED	2005	1	0.003
HLA-DOB	all	POOLED	3424	1	0.003
HLA-DOB	all	POOLED	4395	1	0.003
HLA-DOB	known	AFR	1	7	0.2258
HLA-DOB	known	AFR	2	3	0.0968
HLA-DOB	known	AFR	3	1	0.0323
HLA-DOB	known	AFR	5	1	0.0323
HLA-DOB	known	AFR	7	1	0.0323
HLA-DOB	known	AFR	12	1	0.0323
HLA-DOB	known	AFR	15	1	0.0323
HLA-DOB	known	AFR	25	1	0.0323
HLA-DOB	known	AFR	32	1	0.0323
HLA-DOB	known	AFR	58	1	0.0323
HLA-DOB	known	AFR	69	1	0.0323
HLA-DOB	known	AFR	70	1	0.0323
HLA-DOB	known	AFR	87	1	0.0323
HLA-DOB	known	AFR	100	1	0.0323
HLA-DOB	known	AFR	148	1	0.0323
HLA-DOB	known	AFR	210	1	0.0323
HLA-DOB	known	AFR	212	1	0.0323
HLA-DOB	known	AFR	245	1	0.0323
HLA-DOB	known	AFR	274	1	0.0323
HLA-DOB	known	AFR	361	1	0.0323
HLA-DOB	known	AFR	511	1	0.0323
HLA-DOB	known	AFR	687	1	0.0323
HLA-DOB	known	AFR	1351	1	0.0323
HLA-DOB	known	AMR	1	7	0.2188
HLA-DOB	known	AMR	2	3	0.0938
HLA-DOB	known	AMR	3	1	0.0312
HLA-DOB	known	AMR	5	1	0.0312
HLA-DOB	known	AMR	7	2	0.0625
HLA-DOB	known	AMR	28	1	0.0312
HLA-DOB	known	AMR	43	1	0.0312
HLA-DOB	known	AMR	46	1	0.0312
HLA-DOB	known	AMR	51	1	0.0312
HLA-DOB	known	AMR	56	1	0.0312
HLA-DOB	known	AMR	57	1	0.0312
HLA-DOB	known	AMR	62	1	0.0312
HLA-DOB	known	AMR	138	1	0.0312
HLA-DOB	known	AMR	161	2	0.0625
HLA-DOB	known	AMR	171	1	0.0312
HLA-DOB	known	AMR	212	1	0.0312
HLA-DOB	known	AMR	232	1	0.0312
HLA-DOB	known	AMR	239	1	0.0312
HLA-DOB	known	AMR	285	1	0.0312
HLA-DOB	known	AMR	455	1	0.0312
HLA-DOB	known	AMR	1010	1	0.0312
HLA-DOB	known	AMR	1138	1	0.0312
HLA-DOB	known	EAS	1	6	0.24
HLA-DOB	known	EAS	2	1	0.04
HLA-DOB	known	EAS	5	1	0.04
HLA-DOB	known	EAS	6	1	0.04
HLA-DOB	known	EAS	7	1	0.04
HLA-DOB	known	EAS	12	1	0.04
HLA-DOB	known	EAS	14	1	0.04
HLA-DOB	known	EAS	49	1	0.04
HLA-DOB	known	EAS	55	1	0.04
HLA-DOB	known	EAS	58	1	0.04
HLA-DOB	known	EAS	73	1	0.04
HLA-DOB	known	EAS	78	1	0.04
HLA-DOB	known	EAS	91	1	0.04
HLA-DOB	known	EAS	135	1	0.04
HLA-DOB	known	EAS	214	1	0.04
HLA-DOB	known	EAS	219	2	0.08
HLA-DOB	known	EAS	329	1	0.04
HLA-DOB	known	EAS	388	1	0.04
HLA-DOB	known	EAS	498	1	0.04
HLA-DOB	known	EUR	1	2	0.0625
HLA-DOB	known	EUR	2	1	0.0312
HLA-DOB	known	EUR	3	6	0.1875
HLA-DOB	known	EUR	4	1	0.0312
HLA-DOB	known	EUR	5	2	0.0625
HLA-DOB	known	EUR	6	2	0.0625
HLA-DOB	known	EUR	8	1	0.0312
HLA-DOB	known	EUR	17	1	0.0312
HLA-DOB	known	EUR	26	1	0.0312
HLA-DOB	known	EUR	29	1	0.0312
HLA-DOB	known	EUR	72	1	0.0312
HLA-DOB	known	EUR	87	1	0.0312
HLA-DOB	known	EUR	106	1	0.0312
HLA-DOB	known	EUR	155	1	0.0312
HLA-DOB	known	EUR	206	1	0.0312
HLA-DOB	known	EUR	207	1	0.0312
HLA-DOB	known	EUR	230	1	0.0312
HLA-DOB	known	EUR	242	1	0.0312
HLA-DOB	known	EUR	247	1	0.0312
HLA-DOB	known	EUR	389	1	0.0312
HLA-DOB	known	EUR	485	1	0.0312
HLA-DOB	known	EUR	811	1	0.0312
HLA-DOB	known	EUR	852	1	0.0312
HLA-DOB	known	EUR	1070	1	0.0312
HLA-DOB	known	MID	1	4	0.1739
HLA-DOB	known	MID	2	3	0.1304
HLA-DOB	known	MID	3	2	0.087
HLA-DOB	known	MID	4	1	0.0435
HLA-DOB	known	MID	9	1	0.0435
HLA-DOB	known	MID	10	1	0.0435
HLA-DOB	known	MID	13	1	0.0435
HLA-DOB	known	MID	27	1	0.0435
HLA-DOB	known	MID	31	1	0.0435
HLA-DOB	known	MID	35	1	0.0435
HLA-DOB	known	MID	38	1	0.0435
HLA-DOB	known	MID	46	1	0.0435
HLA-DOB	known	MID	59	1	0.0435
HLA-DOB	known	MID	69	1	0.0435
HLA-DOB	known	MID	107	1	0.0435
HLA-DOB	known	MID	167	1	0.0435
HLA-DOB	known	MID	172	1	0.0435
HLA-DOB	known	SAS	1	2	0.0952
HLA-DOB	known	SAS	2	1	0.0476
HLA-DOB	known	SAS	3	1	0.0476
HLA-DOB	known	SAS	4	1	0.0476
HLA-DOB	known	SAS	7	1	0.0476
HLA-DOB	known	SAS	8	1	0.0476
HLA-DOB	known	SAS	14	1	0.0476
HLA-DOB	known	SAS	16	1	0.0476
HLA-DOB	known	SAS	18	1	0.0476
HLA-DOB	known	SAS	22	1	0.0476
HLA-DOB	known	SAS	25	1	0.0476
HLA-DOB	known	SAS	27	1	0.0476
HLA-DOB	known	SAS	94	1	0.0476
HLA-DOB	known	SAS	177	1	0.0476
HLA-DOB	known	SAS	186	2	0.0952
HLA-DOB	known	SAS	225	1	0.0476
HLA-DOB	known	SAS	236	1	0.0476
HLA-DOB	known	SAS	423	1	0.0476
HLA-DOB	known	SAS	457	1	0.0476
HLA-DOB	known	POOLED	1	3	0.0769
HLA-DOB	known	POOLED	2	4	0.1026
HLA-DOB	known	POOLED	4	2	0.0513
HLA-DOB	known	POOLED	5	2	0.0513
HLA-DOB	known	POOLED	6	2	0.0513
HLA-DOB	known	POOLED	7	1	0.0256
HLA-DOB	known	POOLED	9	1	0.0256
HLA-DOB	known	POOLED	18	1	0.0256
HLA-DOB	known	POOLED	20	1	0.0256
HLA-DOB	known	POOLED	71	1	0.0256
HLA-DOB	known	POOLED	105	1	0.0256
HLA-DOB	known	POOLED	125	1	0.0256
HLA-DOB	known	POOLED	243	1	0.0256
HLA-DOB	known	POOLED	275	2	0.0513
HLA-DOB	known	POOLED	293	1	0.0256
HLA-DOB	known	POOLED	327	1	0.0256
HLA-DOB	known	POOLED	386	1	0.0256
HLA-DOB	known	POOLED	391	1	0.0256
HLA-DOB	known	POOLED	429	1	0.0256
HLA-DOB	known	POOLED	573	1	0.0256
HLA-DOB	known	POOLED	575	1	0.0256
HLA-DOB	known	POOLED	675	1	0.0256
HLA-DOB	known	POOLED	790	1	0.0256
HLA-DOB	known	POOLED	873	1	0.0256
HLA-DOB	known	POOLED	1049	1	0.0256
HLA-DOB	known	POOLED	1205	1	0.0256
HLA-DOB	known	POOLED	1216	1	0.0256
HLA-DOB	known	POOLED	2005	1	0.0256
HLA-DOB	known	POOLED	3424	1	0.0256
HLA-DOB	known	POOLED	4395	1	0.0256
HLA-DOB	novel	AFR	1	74	0.8222
HLA-DOB	novel	AFR	2	7	0.0778
HLA-DOB	novel	AFR	4	1	0.0111
HLA-DOB	novel	AFR	7	1	0.0111
HLA-DOB	novel	AFR	12	1	0.0111
HLA-DOB	novel	AFR	97	1	0.0111
HLA-DOB	novel	AFR	180	1	0.0111
HLA-DOB	novel	AFR	228	1	0.0111
HLA-DOB	novel	AFR	278	1	0.0111
HLA-DOB	novel	AFR	332	1	0.0111
HLA-DOB	novel	AFR	403	1	0.0111
HLA-DOB	novel	AMR	1	75	0.8152
HLA-DOB	novel	AMR	2	4	0.0435
HLA-DOB	novel	AMR	3	5	0.0543
HLA-DOB	novel	AMR	5	1	0.0109
HLA-DOB	novel	AMR	9	1	0.0109
HLA-DOB	novel	AMR	62	1	0.0109
HLA-DOB	novel	AMR	101	2	0.0217
HLA-DOB	novel	AMR	102	1	0.0109
HLA-DOB	novel	AMR	126	1	0.0109
HLA-DOB	novel	AMR	286	1	0.0109
HLA-DOB	novel	EAS	1	22	0.6471
HLA-DOB	novel	EAS	2	4	0.1176
HLA-DOB	novel	EAS	3	1	0.0294
HLA-DOB	novel	EAS	5	2	0.0588
HLA-DOB	novel	EAS	13	1	0.0294
HLA-DOB	novel	EAS	24	1	0.0294
HLA-DOB	novel	EAS	26	1	0.0294
HLA-DOB	novel	EAS	132	1	0.0294
HLA-DOB	novel	EAS	263	1	0.0294
HLA-DOB	novel	EUR	1	85	0.8019
HLA-DOB	novel	EUR	2	10	0.0943
HLA-DOB	novel	EUR	4	1	0.0094
HLA-DOB	novel	EUR	5	1	0.0094
HLA-DOB	novel	EUR	9	1	0.0094
HLA-DOB	novel	EUR	11	1	0.0094
HLA-DOB	novel	EUR	13	1	0.0094
HLA-DOB	novel	EUR	16	1	0.0094
HLA-DOB	novel	EUR	48	1	0.0094
HLA-DOB	novel	EUR	61	1	0.0094
HLA-DOB	novel	EUR	73	1	0.0094
HLA-DOB	novel	EUR	190	1	0.0094
HLA-DOB	novel	EUR	253	1	0.0094
HLA-DOB	novel	MID	1	13	0.65
HLA-DOB	novel	MID	2	1	0.05
HLA-DOB	novel	MID	12	2	0.1
HLA-DOB	novel	MID	15	1	0.05
HLA-DOB	novel	MID	16	1	0.05
HLA-DOB	novel	MID	39	1	0.05
HLA-DOB	novel	MID	67	1	0.05
HLA-DOB	novel	SAS	1	31	0.775
HLA-DOB	novel	SAS	2	2	0.05
HLA-DOB	novel	SAS	3	1	0.025
HLA-DOB	novel	SAS	5	1	0.025
HLA-DOB	novel	SAS	6	1	0.025
HLA-DOB	novel	SAS	13	1	0.025
HLA-DOB	novel	SAS	39	1	0.025
HLA-DOB	novel	SAS	78	1	0.025
HLA-DOB	novel	SAS	175	1	0.025
HLA-DOB	novel	POOLED	1	247	0.8261
HLA-DOB	novel	POOLED	2	21	0.0702
HLA-DOB	novel	POOLED	3	10	0.0334
HLA-DOB	novel	POOLED	4	4	0.0134
HLA-DOB	novel	POOLED	5	2	0.0067
HLA-DOB	novel	POOLED	6	1	0.0033
HLA-DOB	novel	POOLED	7	2	0.0067
HLA-DOB	novel	POOLED	10	1	0.0033
HLA-DOB	novel	POOLED	13	1	0.0033
HLA-DOB	novel	POOLED	21	1	0.0033
HLA-DOB	novel	POOLED	25	1	0.0033
HLA-DOB	novel	POOLED	27	1	0.0033
HLA-DOB	novel	POOLED	31	1	0.0033
HLA-DOB	novel	POOLED	328	1	0.0033
HLA-DOB	novel	POOLED	363	1	0.0033
HLA-DOB	novel	POOLED	475	1	0.0033
HLA-DOB	novel	POOLED	648	1	0.0033
HLA-DOB	novel	POOLED	725	1	0.0033
HLA-DOB	novel	POOLED	1313	1	0.0033
HLA-DPA1	all	AFR	1	156	0.642
HLA-DPA1	all	AFR	2	18	0.0741
HLA-DPA1	all	AFR	3	9	0.037
HLA-DPA1	all	AFR	4	2	0.0082
HLA-DPA1	all	AFR	5	5	0.0206
HLA-DPA1	all	AFR	6	1	0.0041
HLA-DPA1	all	AFR	7	1	0.0041
HLA-DPA1	all	AFR	8	1	0.0041
HLA-DPA1	all	AFR	9	3	0.0123
HLA-DPA1	all	AFR	10	2	0.0082
HLA-DPA1	all	AFR	11	1	0.0041
HLA-DPA1	all	AFR	12	3	0.0123
HLA-DPA1	all	AFR	13	1	0.0041
HLA-DPA1	all	AFR	14	1	0.0041
HLA-DPA1	all	AFR	17	1	0.0041
HLA-DPA1	all	AFR	19	1	0.0041
HLA-DPA1	all	AFR	21	3	0.0123
HLA-DPA1	all	AFR	22	1	0.0041
HLA-DPA1	all	AFR	24	1	0.0041
HLA-DPA1	all	AFR	25	1	0.0041
HLA-DPA1	all	AFR	27	1	0.0041
HLA-DPA1	all	AFR	38	1	0.0041
HLA-DPA1	all	AFR	41	1	0.0041
HLA-DPA1	all	AFR	42	1	0.0041
HLA-DPA1	all	AFR	49	1	0.0041
HLA-DPA1	all	AFR	54	1	0.0041
HLA-DPA1	all	AFR	55	1	0.0041
HLA-DPA1	all	AFR	60	1	0.0041
HLA-DPA1	all	AFR	62	1	0.0041
HLA-DPA1	all	AFR	66	1	0.0041
HLA-DPA1	all	AFR	73	1	0.0041
HLA-DPA1	all	AFR	81	1	0.0041
HLA-DPA1	all	AFR	86	1	0.0041
HLA-DPA1	all	AFR	92	1	0.0041
HLA-DPA1	all	AFR	122	1	0.0041
HLA-DPA1	all	AFR	123	1	0.0041
HLA-DPA1	all	AFR	131	1	0.0041
HLA-DPA1	all	AFR	136	1	0.0041
HLA-DPA1	all	AFR	163	1	0.0041
HLA-DPA1	all	AFR	164	1	0.0041
HLA-DPA1	all	AFR	165	1	0.0041
HLA-DPA1	all	AFR	180	1	0.0041
HLA-DPA1	all	AFR	181	1	0.0041
HLA-DPA1	all	AFR	182	1	0.0041
HLA-DPA1	all	AFR	227	1	0.0041
HLA-DPA1	all	AFR	316	1	0.0041
HLA-DPA1	all	AFR	334	1	0.0041
HLA-DPA1	all	AFR	341	1	0.0041
HLA-DPA1	all	AFR	496	1	0.0041
HLA-DPA1	all	AFR	681	1	0.0041
HLA-DPA1	all	AFR	772	1	0.0041
HLA-DPA1	all	AMR	1	109	0.6022
HLA-DPA1	all	AMR	2	5	0.0276
HLA-DPA1	all	AMR	3	11	0.0608
HLA-DPA1	all	AMR	4	4	0.0221
HLA-DPA1	all	AMR	5	3	0.0166
HLA-DPA1	all	AMR	6	4	0.0221
HLA-DPA1	all	AMR	7	1	0.0055
HLA-DPA1	all	AMR	8	3	0.0166
HLA-DPA1	all	AMR	10	4	0.0221
HLA-DPA1	all	AMR	12	1	0.0055
HLA-DPA1	all	AMR	14	2	0.011
HLA-DPA1	all	AMR	15	2	0.011
HLA-DPA1	all	AMR	16	1	0.0055
HLA-DPA1	all	AMR	17	2	0.011
HLA-DPA1	all	AMR	18	3	0.0166
HLA-DPA1	all	AMR	23	1	0.0055
HLA-DPA1	all	AMR	24	2	0.011
HLA-DPA1	all	AMR	26	1	0.0055
HLA-DPA1	all	AMR	31	1	0.0055
HLA-DPA1	all	AMR	39	1	0.0055
HLA-DPA1	all	AMR	53	1	0.0055
HLA-DPA1	all	AMR	61	1	0.0055
HLA-DPA1	all	AMR	62	1	0.0055
HLA-DPA1	all	AMR	64	1	0.0055
HLA-DPA1	all	AMR	67	1	0.0055
HLA-DPA1	all	AMR	84	1	0.0055
HLA-DPA1	all	AMR	87	1	0.0055
HLA-DPA1	all	AMR	89	1	0.0055
HLA-DPA1	all	AMR	121	1	0.0055
HLA-DPA1	all	AMR	123	1	0.0055
HLA-DPA1	all	AMR	136	1	0.0055
HLA-DPA1	all	AMR	146	1	0.0055
HLA-DPA1	all	AMR	289	1	0.0055
HLA-DPA1	all	AMR	296	1	0.0055
HLA-DPA1	all	AMR	302	1	0.0055
HLA-DPA1	all	AMR	395	1	0.0055
HLA-DPA1	all	AMR	454	1	0.0055
HLA-DPA1	all	AMR	455	1	0.0055
HLA-DPA1	all	AMR	725	1	0.0055
HLA-DPA1	all	AMR	808	1	0.0055
HLA-DPA1	all	EAS	1	55	0.5446
HLA-DPA1	all	EAS	2	9	0.0891
HLA-DPA1	all	EAS	3	6	0.0594
HLA-DPA1	all	EAS	4	1	0.0099
HLA-DPA1	all	EAS	5	3	0.0297
HLA-DPA1	all	EAS	6	2	0.0198
HLA-DPA1	all	EAS	7	2	0.0198
HLA-DPA1	all	EAS	8	2	0.0198
HLA-DPA1	all	EAS	9	1	0.0099
HLA-DPA1	all	EAS	14	1	0.0099
HLA-DPA1	all	EAS	15	1	0.0099
HLA-DPA1	all	EAS	18	1	0.0099
HLA-DPA1	all	EAS	26	1	0.0099
HLA-DPA1	all	EAS	29	1	0.0099
HLA-DPA1	all	EAS	34	1	0.0099
HLA-DPA1	all	EAS	41	3	0.0297
HLA-DPA1	all	EAS	48	1	0.0099
HLA-DPA1	all	EAS	60	1	0.0099
HLA-DPA1	all	EAS	67	1	0.0099
HLA-DPA1	all	EAS	85	1	0.0099
HLA-DPA1	all	EAS	106	1	0.0099
HLA-DPA1	all	EAS	146	2	0.0198
HLA-DPA1	all	EAS	149	1	0.0099
HLA-DPA1	all	EAS	209	1	0.0099
HLA-DPA1	all	EAS	289	1	0.0099
HLA-DPA1	all	EAS	1200	1	0.0099
HLA-DPA1	all	EUR	1	119	0.6296
HLA-DPA1	all	EUR	2	10	0.0529
HLA-DPA1	all	EUR	3	5	0.0265
HLA-DPA1	all	EUR	4	8	0.0423
HLA-DPA1	all	EUR	5	4	0.0212
HLA-DPA1	all	EUR	6	3	0.0159
HLA-DPA1	all	EUR	7	2	0.0106
